registered_name,gender,time,zwid,team,zp_name,points
Jane Geddes,2,20.919,1150516,,Jane Geddes (Vegan Badgers),12
Debra Sluz Parker,2,21.21,260577,,Debra Sluz Parker (KISS W),10
