registered_name,gender,time,zwid,team,zp_name,points
Jane Geddes,2,12.643,1150516,,Jane Geddes (Vegan Badgers),12
Debra Sluz Parker,2,13.87,260577,,Debra Sluz Parker (KISS W),10
Fran Bambust,2,14.831,427114,,Fran Bambust ,8
